plant_id,pi_camera_id,image_path before harvest,image_path after harvest,total.shoot.fw.mg,shoot.pixel,height.pixel,solidity,genotype,specie,location,temperature_celsius,seeds_in_germination,treatment_started,biomas_harvested,height_base_to_tip_of_longest_culm_cm,height_base_to_top_collar_of_longest_culm_cm,panicle FW(g),stemFW(mg),leaf FW(mg),panicle DW(mg),stemDW(mg),leaf DW(mg),roots DW (mg)
157-007,157-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-22-11-05.jpg,1170,28021,552,0.2878051787,ME034V-1,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,1/22/2019,9.4,9.4,0,580,590,0,57.5,71.7,26.8
157-009,157-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-29-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-29-11-05.jpg,1190.24,49488,899,0.1969017262,ME034V-1,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,1/29/2019,22.3,15.9,0.24,740,450,46.5,87,65,35.6
157-010,157-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-15-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-15-11-05.jpg,64.3,4984,265,0.2473756049,ME034V-1,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,1/15/2019,7.8,1.6,0,20.2,44.1,0,1.9,5.7,2.9
157-011,157-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-02-05-10-05.jpg,2470.97,104833,1470,0.09716237089,ME034V-1,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,2/5/2019,34,18.8,0.97,1720,750,280.9,274.7,134.2,101.3
157-012,157-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-002/10.9.1.73_pos-157-003-002_2019-01-22-11-05.jpg,546.3347,29700,533,0.2464290604,ME034V-1,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,1/22/2019,10.8,8.4,0.0347,261.3,285,6.1,26.2,34,12.7
157-019,157-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-12-11-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-12-12-05.jpg,2831.56,108899,913,0.2545990146,Les5,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,2/12/2019,32.5,16.5,1.56,1970,860,583,285.2,134.3,79.5
157-020,157-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-01-22-11-05.jpg,590.046,20878,499,0.2410200465,Les5,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,1/22/2019,11,9.7,0.046,260,330,6.2, ,40,17.5
157-021,157-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-05-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-05-11-05.jpg,1606.6,46906,987,0.1385098074,Les5,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,2/5/2019,25.5,13,6.6,1100,500,192.5,174.1,92.7,75.7
157-023,157-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-19-13-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-003-004/10.9.1.75_pos-157-003-004_2019-02-20-14-05.jpg,3202.67,75522,913,0.2221163433,Les5,setaria viridis,GCH157-top-tier,22,1/3/2019,1/11/2019,2/19/2019,26,14.3,1.67,2180,1021,953,360.2,163.8,106.6
157-026,157-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-19-10-05.jpg,2220.0061,46227,774,0.149590081,ME034V-1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/19/2019,23.2,9.2,0.9061,1498.1,721,445.8,233.6,115.1,50.1
157-027,157-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-05-10-05.jpg,2580.78,77192,1617,0.1665321902,ME034V-1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/5/2019,31.5,24,0.78,1760,820,207.5,242.4,125.3,60.2
157-029,157-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-02-12-10-05.jpg,2120.92,72324,858,0.171623427,ME034V-1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/12/2019,25,20,0.92,1510,610,306.7,222.9,101.6,43.1
157-030,157-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-01-15-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-001/10.9.1.68_pos-157-002-001_2019-01-15-11-05.jpg,58.2,3047,248,0.4303064539,ME034V-1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,1/15/2019,7.5,2.7,0,20.8,37.4,0,2.4,4.2,6.2
157-037,157-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-05-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-05-11-05.jpg,2854.26,94378,1331,0.1343645559,Les1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/5/2019,35,17.2,1.26,1930,923,300.6,247.7,138.5,88
157-039,157-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-01-22-11-05.jpg,630.07,25177,659,0.226383369,Les1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,1/22/2019,13.8,11.5,0.07,330,300,11.8,32.8,36.2,21.9
157-040,157-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-01-22-11-05.jpg,690.08,25817,538,0.1905510532,Les1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,1/22/2019,10.5,10.5,0.08,340,350,8.4,30.9,43.8,29.5
157-041,157-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-19-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-19-11-05.jpg,1728.5959,58573,888,0.2229870048,Les1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/19/2019,25,15,1.1959,1219.2,508.2,647.9,198.9,90.8,105.8
157-042,157-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-12-11-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-002-003/10.9.1.70_pos-157-002-003_2019-02-12-12-05.jpg,3601.94,102009,1454,0.09111180084,Les1,setaria viridis,GCH157-mid-tier,22,1/3/2019,1/11/2019,2/12/2019,40.8,17.7,1.94,2590,1010,916.6,420.2,168.1,92.5
157-051,157-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-02-05-10-05.jpg,1240.46,44071,886,0.1084588342,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/5/2019,23,18.8,0.46,860,380,128.6,125.5,68.7,31.7
157-052,157-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-01-29-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-01-29-11-05.jpg,1390.29,42599,982,0.1785316891,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,1/29/2019,25,16.8,0.29,860,530,50.1,103.7,85.3,35.7
157-053,157-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-01-15-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-01-15-11-05.jpg,88.7,4043,250,0.1957537463,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,1/15/2019,8.5,2.8,0,32,56.7,0,3.9,9.3,4.1
157-054,157-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-001/10.9.1.64_pos-157-001-001_2019-02-19-10-05.jpg,5672.1278,165425,989,0.1535829127,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/19/2019,46,22.3,2.4278,4218.5,1451.2,1270.4,651.1,256,149.8
157-055,157-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-12-10-05.jpg,2801.27,76948,1233,0.1507231274,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/12/2019,32.5,19.5,1.27,1900,900,445.6,275.1,144.4,63.6
157-056,157-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-01-29-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-01-29-11-05.jpg,1600.34,50154,1058,0.1963516352,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,1/29/2019,27.1,17.8,0.34,980,620,64.6,119.4,90.8,32.1
157-057,157-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-19-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-19-11-05.jpg,2431.169,51289,741,0.1490532507,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/19/2019,28.5,27,9.869,1711.2,710.1,550,279.9,123.4,66.1
157-059,157-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-01-22-11-05.jpg,638.952,26655,602,0.2157941394,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,1/22/2019,11.9,10.5,0.052,311.7,327.2,7.8,32.7,40.5,14.1
157-060,157-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-002/10.9.1.65_pos-157-001-002_2019-02-12-10-05.jpg,2651.22,102844,1082,0.1308718406,ME034V-1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/12/2019,32.6,19.5,1.22,1820,830,464.8,268.4,132.8,55.5
157-063,157-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-05-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-05-11-05.jpg,1877.73,40336,1043,0.155634997,Les1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/5/2019,26.5,20.5,0.73,1225,652,185.6,159.8,95,63.3
157-064,157-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-19-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-19-11-05.jpg,2176.7021,47521,912,0.1150306451,Les1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/19/2019,28.3,19.2,1.6021,1483.7,691.4,808.6,222.6,111.5,123.2
157-066,157-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-12-11-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-003/10.9.1.66_pos-157-001-003_2019-02-12-12-05.jpg,1991.19,40602,742,0.1864187328,Les1,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/12/2019,29,18,1.19,1360,630,572,229.6,103.2,53.8
157-067,157-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-02-19-13-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-02-19-14-05.jpg,3397.1,107932,1767,0.08730525941,Les5,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/19/2019,37,23.5,2.1,2500,895,1344.9,454.2,187.4,120.6
157-068,157-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-01-22-10-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-01-22-11-05.jpg,840.08,23952,590,0.1749597624,Les5,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,1/22/2019,11.5,10,0.08,420,420,11.5,42,52,17.8
157-069,157-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-02-05-11-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/157-001-004/10.9.1.67_pos-157-001-004_2019-02-05-12-05.jpg,1679.35,49456,1345,0.1370048202,Les5,setaria viridis,GCH157-bot-tier,22,1/3/2019,1/11/2019,2/5/2019,33,17.8,0.75,1163,515.6,194.9,160.3,81.5,48.9
