plant_id,pi_camera_id,image_path before harvest,image_path after harvest,total.shoot.fw.mg,shoot.pixel,height.pixel,solidity,genotype,specie,location,temperature_celsius,seeds_in_germination,treatment_started,biomas_harvested,height_base_to_tip_of_longest_culm_cm,height_base_to_top_collar_of_longest_culm_cm,panicle FW(g),stemFW(mg),leaf FW(mg),panicle DW(mg),stemDW(mg),leaf DW(mg),roots DW (mg)
158-144,158-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/158-001-004/10.9.1.76_pos-158-001-004_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/158-001-004/10.9.1.76_pos-158-001-004_2019-02-19-14-05.jpg,1250.65,30885,475,0.2291053135,Les5,setaria viridis,GCH158-low-tier,31,1/3/2019,1/11/2019,2/19/2019,17.5,9.8,0.65,720,530,429.8,139.3,94.1,18.9
159-151,159-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-01-15-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-01-15-18-05.jpg,201.3,11043,593,0.09575381307,ME034V-1,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,1/15/2019,17.4,9,0,90.8,110.5,0,9.4,17.27,7.4
159-152,159-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-05-12-05.jpg,9682.94,NA,NA,NA,ME034V-1,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,2/5/2019,42,24.5,2.94,7490,2190,842.8,2774.6,397.2,384.2
159-153,159-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-01-29-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-01-29-13-05.jpg,5371.06,NA,NA,NA,ME034V-1,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,1/29/2019,45.2,31.7,1.06,3820,1550,237.5,536.6,239.9,121.8
159-154,159-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-12-13-05.jpg,14765.38,NA,NA,  ,ME034V-1,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,2/12/2019,46,28,5.38,11720,3040,1880.1,,771,677.8
159-155,159-003-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-002/10.9.1.97_pos-159-003-002_2019-02-19-10-05.jpg,19212.6214,NA,NA,NA,ME034V-1,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,2/19/2019,46,31,7.6014,15402.8,3802.22,2677.2,3719.5,1101.4,713.9
159-163,159-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-02-05-13-05.jpg,6576.06,NA,NA,NA,Les5,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,2/5/2019,40,39.6,2.06,5004,1570,595.5,888.2,339.5,242.5
159-166,159-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-01-22-12-05.jpg,820.05,38821,992,0.1570546339,Les5,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,1/22/2019,26.7,18.6,0.05,500,320,11.2,57,44.1,17.1
159-168,159-003-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-003-004/10.9.1.99_pos-159-003-004_2019-02-12-12-05.jpg,8223.57,NA,NA,NA,Les5,setaria viridis,GCH159-top-tier,36,1/3/2019,1/11/2019,2/12/2019,42,20.2,3.57,6470,1750,1083.6,1269.1,406.5,172.8
159-169,159-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-02-05-13-05.jpg,3670.9,NA,NA,NA,ME034V-1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,2/5/2019,34.5,26.5,0.9,2620,1050,243,429.1,190,91.4
159-170,159-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-02-12-08-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-02-12-11-05.jpg,10113.48,NA,NA,NA,ME034V-1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,2/12/2019,41,,3.48,7500,2610,1093.4,1500.7,592.5,281.9
159-171,159-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-29-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-29-14-05.jpg,2660.45,NA,NA,NA,ME034V-1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,1/29/2019,33.3,23.5,0.45,1750,910,92.8,226,131.3,64.8
159-173,159-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-15-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-15-18-05.jpg,123.4,4909,404,0.1058521649,ME034V-1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,1/15/2019,12.2,6.2,0,57.5,65.9,0,5.6,9.5,5.9
159-174,159-002-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-001/10.9.1.92_pos-159-002-001_2019-01-22-12-05.jpg,1450.06,64025,872,0.185979161,ME034V-1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,1/22/2019,24.2,14,0.06,820,630,13.4,86,80.7,27.3
159-181,159-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-12-12-05.jpg,7882.65,NA,NA,NA,Les1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,2/12/2019,38.8,23.5,2.65,6260,1620,781.3,1112.1,349.7,141.2
159-182,159-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-19-13-05.jpg,10343.94,NA,NA,NA,Les1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,2/19/2019,37,18.5,3.94,8120,2220,1310.4,1616.6,527,172.2
159-185,159-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-01-22-11-05.jpg,1370.07,61048,1134,0.1911282887,Les1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,1/22/2019,29.5,20,0.07,800,570,14.3,85.3,71.4,8.3
159-186,159-002-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-002-003/10.9.1.94_pos-159-002-003_2019-02-05-11-05.jpg,6386.64,NA,NA,NA,Les1,setaria viridis,GCH159-mid-tier,36,1/3/2019,1/11/2019,2/5/2019,39.8,17,1.64,5049,1336,529.3,1022.2,378.1,215.1
159-193,159-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-02-19-13-05.jpg,6082.28,NA,NA,NA,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/19/2019,37.5,23,2.28,4930,1150,977,1120.3,514.6,240
159-195,159-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-01-29-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-01-29-12-05.jpg,3310.59,NA,NA,NA,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/29/2019,38,24,0.59,2160,1150,124.9,257.4,153.1,67.1
159-197,159-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-01-15-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-01-15-12-05.jpg,105.3,4918,407,0.29958577,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/15/2019,12,4.3,0,47.4,57.9,0,4.2,7.8,3.4
159-198,159-001-001,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-001/10.9.1.88_pos-159-001-001_2019-02-12-12-05.jpg,5502.15,175793,862,0.2175363828,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/12/2019,23.5,43.5,2.15,4220,1280,684,84.7,269.6,212.6
159-199,159-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-02-05-12-05.jpg,6031.89,171553,1270,0.2082101703,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/5/2019,36,27.8,1.89,4360,1670,497.3,704.5,295.1,173.4
159-200,159-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-01-22-12-05.jpg,1700.16,63169,1426,0.1621872128,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/22/2019,37.7,22.6,0.16,1100,600,32.5,126.1,76.8,33.7
159-201,159-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-01-22-12-05.jpg,1730.09,58078,842,0.2295155821,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/22/2019,31.6,21.8,0.09,980,750,16,102,87.5,31.4
159-204,159-001-002,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-002/10.9.1.89_pos-159-001-002_2019-02-19-17-05.jpg,10044.04,NA,NA,NA,ME034V-1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/19/2019,50.5,30.8,4.04,7550,2490,1293.7,1478.5,575.3,193
159-205,159-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-05-12-05.jpg,2850.9,NA,NA,NA,Les1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/5/2019,39.6,21,0.9,2160,690,274.3,389.3,144.7,87.4
159-207,159-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-19-12-05.jpg,5170.7026,NA,NA,NA,Les1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/19/2019,32.7,16.2,2.5026,4051,1117.2,1035.4,984.9,342.3,156.2
159-208,159-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-01-22-14-05.jpg,4190.06,NA,NA,NA,Les1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/22/2019,20.4,14.2,0.06,3900,290,11.9,44.8,38.3,27.9
159-210,159-001-003,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-003/10.9.1.90_pos-159-001-003_2019-02-12-12-05.jpg,3921.83,NA,NA,NA,Les1,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/12/2019,31.5,15.5,1.83,3000,920,541.3,568.4,198.7,85.6
159-211,159-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-12-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-12-13-05.jpg,7703.02,NA,NA,NA,Les5,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/12/2019,34.5,21.5,3.02,5960,1740,958.8,1191.2,386.1,201.5
159-213,159-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-01-22-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-01-22-12-05.jpg,6160.08,NA,NA,NA,Les5,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,1/22/2019,31.5,21.4,0.08,5800,360,14.8,66.1,42.7,14.2
159-214,159-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-19-15-05.jpg,7483.52,NA,NA,NA,Les5,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/19/2019,34,20,3.52,5780,1700,1182.7,1184.8,422.2,231.8
159-215,159-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-19-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-19-15-05.jpg,8204.02,NA,NA,NA,Les5,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/19/2019,36,25.8,4.02,6310,1890,1400.3,1376.5,496,244.1
159-216,159-001-004,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-05-09-05.jpg,sftp://stargate.datasci.danforthcenter.org//shares/mgehan_share/raw_data/raw_image/gehan-sentinel-images/sentinel-me034-round2-3temps/159-001-004/10.9.1.91_pos-159-001-004_2019-02-05-12-05.jpg,3480.99,NA,NA,NA,Les5,setaria viridis,GCH159-low-tier,36,1/3/2019,1/11/2019,2/5/2019,36,24.8,0.99,2520,960,271.5,416.5,192.1,77.1